img_id,cls_id,fold
01271.jpg,158,2
01272.jpg,132,2
01273.jpg,102,4
01274.jpg,72,3
01275.jpg,29,2
01276.jpg,9,1
01277.jpg,1,3
01278.jpg,80,2
01279.jpg,131,1
01280.jpg,106,0
01281.jpg,47,4
01282.jpg,184,2
01283.jpg,8,0
01284.jpg,40,0
01285.jpg,195,4
01286.jpg,130,2
01287.jpg,160,4
01288.jpg,94,2
01289.jpg,53,1
01290.jpg,165,1
01291.jpg,137,1
01292.jpg,28,3
01293.jpg,46,4
01294.jpg,107,4
01295.jpg,94,3
01296.jpg,115,2
01297.jpg,12,0
01298.jpg,20,3
01299.jpg,186,2
01300.jpg,58,2
01301.jpg,144,3
01302.jpg,178,2
01303.jpg,191,0
01304.jpg,137,3
01305.jpg,145,4
01306.jpg,157,3
01307.jpg,81,0
01308.jpg,23,3
01309.jpg,74,0
01310.jpg,172,4
01311.jpg,88,0
01312.jpg,86,0
01313.jpg,12,1
01314.jpg,123,0
01315.jpg,189,4
01316.jpg,57,2
01317.jpg,192,1
01318.jpg,67,2
01319.jpg,181,1
01320.jpg,184,0
01321.jpg,177,3
01322.jpg,7,3
01323.jpg,114,3
01324.jpg,39,0
01325.jpg,70,2
01326.jpg,67,4
01327.jpg,74,0
01328.jpg,59,2
01329.jpg,165,2
01330.jpg,53,3
01331.jpg,8,0
01332.jpg,126,0
01333.jpg,130,0
01334.jpg,179,1
01335.jpg,45,0
01336.jpg,189,3
01337.jpg,188,0
01338.jpg,162,0
01339.jpg,94,4
01340.jpg,30,4
01341.jpg,73,1
01342.jpg,59,0
01343.jpg,192,4
01344.jpg,126,3
01345.jpg,86,2
01346.jpg,13,4
01347.jpg,179,1
01348.jpg,37,4
01349.jpg,144,4
01350.jpg,157,0
01351.jpg,112,2
01352.jpg,40,4
01353.jpg,31,2
01354.jpg,156,1
01355.jpg,184,1
01356.jpg,168,2
01357.jpg,44,1
01358.jpg,59,2
01359.jpg,80,3
01360.jpg,59,1
01361.jpg,9,2
01362.jpg,111,4
01363.jpg,140,3
01364.jpg,58,1
01365.jpg,49,4
01366.jpg,115,0
01367.jpg,80,4
01368.jpg,133,0
01369.jpg,161,0
01370.jpg,21,2
01371.jpg,92,4
01372.jpg,13,4
01373.jpg,130,4
01374.jpg,159,1
01375.jpg,170,1
01376.jpg,121,3
01377.jpg,97,2
01378.jpg,87,2
01379.jpg,192,1
01380.jpg,124,0
01381.jpg,46,2
01382.jpg,53,2
01383.jpg,113,1
01384.jpg,85,2
01385.jpg,174,1
01386.jpg,170,1
01387.jpg,131,2
01388.jpg,109,4
01389.jpg,128,3
01390.jpg,188,2
01391.jpg,73,1
01392.jpg,5,0
01393.jpg,127,2
01394.jpg,156,0
01395.jpg,30,2
01396.jpg,154,2
01397.jpg,67,0
01398.jpg,111,0
01399.jpg,43,3
01400.jpg,136,3
01401.jpg,42,4
01402.jpg,118,2
01403.jpg,14,0
01404.jpg,163,3
01405.jpg,155,0
01406.jpg,144,3
01407.jpg,99,0
01408.jpg,190,4
01409.jpg,43,1
01410.jpg,109,4
01411.jpg,55,4
01412.jpg,133,1
01413.jpg,8,4
01414.jpg,91,0
01415.jpg,25,1
01416.jpg,7,4
01417.jpg,156,4
01418.jpg,84,4
01419.jpg,70,4
01420.jpg,164,1
01421.jpg,97,4
01422.jpg,128,3
01423.jpg,27,4
01424.jpg,123,4
01425.jpg,11,2
01426.jpg,104,4
01427.jpg,149,1
01428.jpg,59,2
01429.jpg,127,0
01430.jpg,74,3
01431.jpg,194,3
01432.jpg,70,0
01433.jpg,47,1
01434.jpg,98,0
01435.jpg,189,1
01436.jpg,160,2
01437.jpg,80,4
01438.jpg,33,1
01439.jpg,93,2
01440.jpg,88,3
01441.jpg,148,4
01442.jpg,166,2
01443.jpg,34,2
01444.jpg,52,3
01445.jpg,143,3
01446.jpg,144,0
01447.jpg,53,2
01448.jpg,110,1
01449.jpg,189,4
01450.jpg,15,0
01451.jpg,158,0
01452.jpg,91,2
01453.jpg,192,1
01454.jpg,122,1
01455.jpg,144,3
01456.jpg,120,0
01457.jpg,15,0
01458.jpg,113,3
01459.jpg,62,2
01460.jpg,174,4
01461.jpg,96,0
01462.jpg,146,3
01463.jpg,165,0
01464.jpg,193,3
01465.jpg,115,0
01466.jpg,142,1
01467.jpg,178,1
01468.jpg,7,4
01469.jpg,36,3
01470.jpg,167,3
01471.jpg,65,2
01472.jpg,189,3
01473.jpg,33,2
01474.jpg,154,2
01475.jpg,139,4
01476.jpg,177,1
01477.jpg,70,4
01478.jpg,116,1
01479.jpg,184,0
01480.jpg,141,3
01481.jpg,87,2
01482.jpg,109,1
01483.jpg,8,3
01484.jpg,46,0
01485.jpg,43,2
01486.jpg,15,1
01487.jpg,79,1
01488.jpg,182,2
01489.jpg,34,4
01490.jpg,185,0
01491.jpg,150,0
01492.jpg,148,2
01493.jpg,29,0
01494.jpg,16,2
01495.jpg,156,1
01496.jpg,15,0
01497.jpg,89,2
01498.jpg,178,4
01499.jpg,153,1
01500.jpg,28,1
01501.jpg,176,4
01502.jpg,17,2
01503.jpg,141,1
01504.jpg,130,4
01505.jpg,158,1
01506.jpg,10,4
01507.jpg,184,2
01508.jpg,136,0
01509.jpg,51,4
01510.jpg,180,3
01511.jpg,52,1
01512.jpg,26,3
01513.jpg,195,4
01514.jpg,127,4
01515.jpg,22,1
01516.jpg,104,1
01517.jpg,169,2
01518.jpg,194,4
01519.jpg,51,3
01520.jpg,29,0
01521.jpg,151,0
01522.jpg,40,3
01523.jpg,183,0
01524.jpg,22,4
01525.jpg,100,2
01526.jpg,97,3
01527.jpg,96,2
01528.jpg,131,3
01529.jpg,154,1
01530.jpg,182,1
01531.jpg,188,2
01532.jpg,95,1
01533.jpg,65,4
01534.jpg,19,1
01535.jpg,2,1
01536.jpg,125,4
01537.jpg,7,3
01538.jpg,79,2
01539.jpg,195,4
01540.jpg,190,3
01541.jpg,88,3
01542.jpg,73,2
01543.jpg,162,2
01544.jpg,71,4
01545.jpg,93,0
01546.jpg,75,4
01547.jpg,94,0
01548.jpg,167,0
01549.jpg,112,2
01550.jpg,187,0
01551.jpg,163,0
01552.jpg,41,0
01553.jpg,28,2
01554.jpg,173,3
01555.jpg,114,2
01556.jpg,81,0
01557.jpg,50,3
01558.jpg,101,2
01559.jpg,78,4
01560.jpg,119,0
01561.jpg,170,3
01562.jpg,116,3
01563.jpg,146,4
01564.jpg,162,2
01565.jpg,165,1
01566.jpg,187,3
01567.jpg,176,0
01568.jpg,37,2
01569.jpg,173,2
01570.jpg,136,0
01571.jpg,172,1
01572.jpg,80,1
01573.jpg,55,1
01574.jpg,103,4
01575.jpg,104,4
01576.jpg,93,3
01577.jpg,80,3
01578.jpg,11,4
01579.jpg,37,3
01580.jpg,33,3
01581.jpg,11,1
01582.jpg,35,3
01583.jpg,121,4
01584.jpg,176,1
01585.jpg,153,1
01586.jpg,151,0
01587.jpg,170,1
01588.jpg,103,4
01589.jpg,15,4
01590.jpg,187,0
01591.jpg,18,1
01592.jpg,146,1
01593.jpg,38,3
01594.jpg,183,3
01595.jpg,195,3
01596.jpg,163,2
01597.jpg,120,0
01598.jpg,111,2
01599.jpg,72,1
01600.jpg,24,3
01601.jpg,121,3
01602.jpg,154,4
01603.jpg,143,3
01604.jpg,49,3
01605.jpg,72,2
01606.jpg,80,4
01607.jpg,179,4
01608.jpg,13,2
01609.jpg,18,2
01610.jpg,40,2
01611.jpg,99,4
01612.jpg,69,4
01613.jpg,32,4
01614.jpg,47,0
01615.jpg,52,3
01616.jpg,83,1
01617.jpg,6,3
01618.jpg,188,2
01619.jpg,98,3
01620.jpg,16,0
01621.jpg,146,4
01622.jpg,60,0
01623.jpg,136,1
01624.jpg,29,0
01625.jpg,156,3
01626.jpg,121,4
01627.jpg,54,3
01628.jpg,107,0
01629.jpg,180,2
01630.jpg,106,0
01631.jpg,130,0
01632.jpg,152,2
01633.jpg,157,1
01634.jpg,160,2
01635.jpg,121,1
01636.jpg,86,1
01637.jpg,128,3
01638.jpg,82,4
01639.jpg,22,0
01640.jpg,12,1
01641.jpg,165,4
01642.jpg,126,1
01643.jpg,20,0
01644.jpg,19,4
01645.jpg,83,4
01646.jpg,107,2
01647.jpg,54,4
01648.jpg,131,3
01649.jpg,74,1
01650.jpg,40,0
01651.jpg,76,3
01652.jpg,65,3
01653.jpg,162,4
01654.jpg,63,0
01655.jpg,122,4
01656.jpg,32,4
01657.jpg,149,3
01658.jpg,175,4
01659.jpg,130,2
01660.jpg,100,1
01661.jpg,1,4
01662.jpg,173,2
01663.jpg,27,0
01664.jpg,126,2
01665.jpg,138,0
01666.jpg,152,0
01667.jpg,146,2
01668.jpg,119,2
01669.jpg,133,1
01670.jpg,190,4
01671.jpg,47,0
01672.jpg,33,0
01673.jpg,81,4
01674.jpg,167,0
01675.jpg,35,1
01676.jpg,98,2
01677.jpg,44,3
01678.jpg,10,2
01679.jpg,64,3
01680.jpg,9,2
01681.jpg,33,2
01682.jpg,83,2
01683.jpg,86,2
01684.jpg,151,2
01685.jpg,93,4
01686.jpg,113,3
01687.jpg,30,0
01688.jpg,106,1
01689.jpg,80,3
01690.jpg,70,3
01691.jpg,50,1
01692.jpg,140,3
01693.jpg,131,0
01694.jpg,74,3
01695.jpg,131,3
01696.jpg,188,1
01697.jpg,118,0
01698.jpg,123,0
01699.jpg,189,3
01700.jpg,18,1
01701.jpg,95,3
01702.jpg,60,1
01703.jpg,46,0
01704.jpg,84,1
01705.jpg,3,2
01706.jpg,7,2
01707.jpg,56,0
01708.jpg,46,2
01709.jpg,96,3
01710.jpg,55,3
01711.jpg,154,2
01712.jpg,71,3
01713.jpg,171,0
01714.jpg,26,1
01715.jpg,13,3
01716.jpg,3,3
01717.jpg,153,1
01718.jpg,149,3
01719.jpg,31,1
01720.jpg,167,4
01721.jpg,96,2
01722.jpg,105,3
01723.jpg,158,4
01724.jpg,115,0
01725.jpg,178,2
01726.jpg,162,0
01727.jpg,126,1
01728.jpg,156,4
01729.jpg,150,0
01730.jpg,150,3
01731.jpg,67,2
01732.jpg,87,2
01733.jpg,13,0
01734.jpg,140,2
01735.jpg,173,3
01736.jpg,69,0
01737.jpg,132,1
01738.jpg,134,0
01739.jpg,195,0
01740.jpg,155,4
01741.jpg,139,2
01742.jpg,131,4
01743.jpg,80,1
01744.jpg,144,2
01745.jpg,71,3
01746.jpg,79,2
01747.jpg,169,2
01748.jpg,130,1
01749.jpg,157,0
01750.jpg,3,0
01751.jpg,53,1
01752.jpg,60,4
01753.jpg,42,0
01754.jpg,132,3
01755.jpg,13,0
01756.jpg,160,3
01757.jpg,38,3
01758.jpg,114,3
01759.jpg,181,2
01760.jpg,123,2
01761.jpg,183,2
01762.jpg,12,3
01763.jpg,175,4
01764.jpg,149,0
01765.jpg,111,3
01766.jpg,90,4
01767.jpg,11,4
01768.jpg,9,4
01769.jpg,148,0
01770.jpg,47,1
01771.jpg,156,4
01772.jpg,39,0
01773.jpg,108,4
01774.jpg,195,0
01775.jpg,31,2
01776.jpg,175,4
01777.jpg,101,0
01778.jpg,22,2
01779.jpg,112,2
01780.jpg,168,3
01781.jpg,117,0
01782.jpg,17,0
01783.jpg,15,1
01784.jpg,95,4
01785.jpg,73,0
01786.jpg,10,3
01787.jpg,123,2
01788.jpg,88,4
01789.jpg,87,4
01790.jpg,113,3
01791.jpg,170,4
01792.jpg,39,4
01793.jpg,116,1
01794.jpg,178,1
01795.jpg,78,4
01796.jpg,78,1
01797.jpg,154,2
01798.jpg,171,1
01799.jpg,84,1
01800.jpg,124,4
01801.jpg,95,1
01802.jpg,76,2
01803.jpg,13,3
01804.jpg,93,1
01805.jpg,15,2
01806.jpg,54,1
01807.jpg,34,0
01808.jpg,75,0
01809.jpg,177,4
01810.jpg,21,3
01811.jpg,52,1
01812.jpg,59,1
01813.jpg,155,1
01814.jpg,194,1
01815.jpg,54,3
01816.jpg,78,3
01817.jpg,52,1
01818.jpg,46,4
01819.jpg,8,2
01820.jpg,164,0
01821.jpg,29,1
01822.jpg,139,4
01823.jpg,81,3
01824.jpg,186,0
01825.jpg,35,0
01826.jpg,85,0
01827.jpg,63,3
01828.jpg,49,4
01829.jpg,139,3
01830.jpg,132,0
01831.jpg,116,2
01832.jpg,1,1
01833.jpg,11,0
01834.jpg,124,0
01835.jpg,91,3
01836.jpg,87,1
01837.jpg,90,1
01838.jpg,27,4
01839.jpg,26,2
01840.jpg,144,4
01841.jpg,26,0
01842.jpg,163,0
01843.jpg,186,4
01844.jpg,194,0
01845.jpg,162,0
01846.jpg,150,4
01847.jpg,55,3
01848.jpg,23,1
01849.jpg,121,4
01850.jpg,140,0
01851.jpg,31,2
01852.jpg,8,2
01853.jpg,194,3
01854.jpg,35,0
01855.jpg,115,3
01856.jpg,121,4
01857.jpg,44,2
01858.jpg,181,0
01859.jpg,172,3
01860.jpg,191,0
01861.jpg,148,3
01862.jpg,102,3
01863.jpg,127,2
01864.jpg,6,1
01865.jpg,191,2
01866.jpg,99,0
01867.jpg,195,4
01868.jpg,26,1
01869.jpg,122,2
01870.jpg,3,4
01871.jpg,40,2
01872.jpg,177,4
01873.jpg,107,0
01874.jpg,70,0
01875.jpg,167,4
01876.jpg,49,4
01877.jpg,15,2
01878.jpg,132,3
01879.jpg,31,1
01880.jpg,14,1
01881.jpg,67,4
01882.jpg,118,3
01883.jpg,22,2
01884.jpg,69,1
01885.jpg,130,0
01886.jpg,100,3
01887.jpg,112,4
01888.jpg,78,3
01889.jpg,100,0
01890.jpg,26,1
01891.jpg,2,4
01892.jpg,37,3
01893.jpg,119,2
01894.jpg,137,2
01895.jpg,76,4
01896.jpg,155,3
01897.jpg,114,0
01898.jpg,49,3
01899.jpg,135,1
01900.jpg,115,1
01901.jpg,7,2
01902.jpg,122,3
01903.jpg,85,3
01904.jpg,76,3
01905.jpg,69,1
01906.jpg,76,1
01907.jpg,111,4
01908.jpg,194,4
01909.jpg,38,0
01910.jpg,168,1
01911.jpg,6,2
01912.jpg,119,4
01913.jpg,188,0
01914.jpg,116,2
01915.jpg,136,3
01916.jpg,39,0
01917.jpg,132,3
01918.jpg,1,4
01919.jpg,36,0
01920.jpg,116,3
01921.jpg,70,4
01922.jpg,182,1
01923.jpg,112,0
01924.jpg,159,1
01925.jpg,78,4
01926.jpg,103,1
01927.jpg,109,3
01928.jpg,92,2
01929.jpg,43,3
01930.jpg,187,4
01931.jpg,136,1
01932.jpg,52,3
01933.jpg,47,0
01934.jpg,105,2
01935.jpg,43,4
01936.jpg,146,4
01937.jpg,103,3
01938.jpg,70,3
01939.jpg,78,2
01940.jpg,177,0
01941.jpg,74,2
01942.jpg,127,4
01943.jpg,84,2
01944.jpg,13,3
01945.jpg,48,0
01946.jpg,78,0
01947.jpg,86,3
01948.jpg,25,1
01949.jpg,71,4
01950.jpg,163,2
01951.jpg,110,3
01952.jpg,1,2
01953.jpg,56,0
01954.jpg,19,2
01955.jpg,140,2
01956.jpg,56,2
01957.jpg,135,2
01958.jpg,85,2
01959.jpg,66,4
01960.jpg,169,2
01961.jpg,67,1
01962.jpg,171,4
01963.jpg,72,1
01964.jpg,92,0
01965.jpg,78,0
01966.jpg,32,4
01967.jpg,70,3
01968.jpg,47,3
01969.jpg,84,3
01970.jpg,16,2
01971.jpg,77,0
01972.jpg,5,1
01973.jpg,158,0
01974.jpg,190,3
01975.jpg,57,2
01976.jpg,161,0
01977.jpg,87,0
01978.jpg,51,1
01979.jpg,107,2
01980.jpg,148,4
01981.jpg,31,0
01982.jpg,107,2
01983.jpg,53,0
01984.jpg,57,2
01985.jpg,184,4
01986.jpg,127,2
01987.jpg,52,0
01988.jpg,105,2
01989.jpg,144,4
01990.jpg,33,1
01991.jpg,33,4
01992.jpg,194,4
01993.jpg,34,2
01994.jpg,38,4
01995.jpg,153,1
01996.jpg,165,0
01997.jpg,192,1
01998.jpg,108,2
01999.jpg,124,4
02000.jpg,40,2
02001.jpg,148,1
02002.jpg,52,3
02003.jpg,101,2
02004.jpg,5,0
02005.jpg,141,1
02006.jpg,34,4
02007.jpg,14,1
02008.jpg,115,0
02009.jpg,25,4
02010.jpg,37,1
02011.jpg,191,1
02012.jpg,90,0
02013.jpg,168,2
02014.jpg,54,1
02015.jpg,16,2
02016.jpg,77,4
02017.jpg,92,3
02018.jpg,32,3
02019.jpg,52,4
02020.jpg,101,0
02021.jpg,146,2
02022.jpg,63,1
02023.jpg,82,3
02024.jpg,148,1
02025.jpg,22,0
02026.jpg,124,3
02027.jpg,28,3
02028.jpg,175,1
02029.jpg,31,0
02030.jpg,118,2
02031.jpg,125,4
02032.jpg,16,1
02033.jpg,34,1
02034.jpg,70,4
02035.jpg,120,2
02036.jpg,119,3
02037.jpg,102,3
02038.jpg,96,2
02039.jpg,194,3
02040.jpg,97,0
02041.jpg,21,2
02042.jpg,27,1
02043.jpg,146,2
02044.jpg,23,1
02045.jpg,177,0
02046.jpg,32,0
02047.jpg,57,3
02048.jpg,76,1
02049.jpg,124,3
02050.jpg,1,4
02051.jpg,194,3
02052.jpg,47,1
02053.jpg,111,1
02054.jpg,196,4
02055.jpg,11,4
02056.jpg,24,4
02057.jpg,102,4
02058.jpg,9,1
02059.jpg,23,4
02060.jpg,68,1
02061.jpg,183,0
02062.jpg,174,3
02063.jpg,35,2
02064.jpg,148,2
02065.jpg,2,0
02066.jpg,98,0
02067.jpg,194,3
02068.jpg,16,4
02069.jpg,168,0
02070.jpg,95,2
02071.jpg,127,2
02072.jpg,145,1
02073.jpg,160,1
02074.jpg,86,3
02075.jpg,77,0
02076.jpg,161,3
02077.jpg,77,4
02078.jpg,96,4
02079.jpg,75,0
02080.jpg,133,3
02081.jpg,32,3
02082.jpg,58,4
02083.jpg,152,0
02084.jpg,151,0
02085.jpg,116,4
02086.jpg,192,0
02087.jpg,30,4
02088.jpg,118,4
02089.jpg,123,0
02090.jpg,154,3
02091.jpg,72,4
02092.jpg,184,3
02093.jpg,113,1
02094.jpg,146,3
02095.jpg,6,4
02096.jpg,44,1
02097.jpg,75,4
02098.jpg,58,1
02099.jpg,65,3
02100.jpg,89,2
02101.jpg,53,4
02102.jpg,174,1
02103.jpg,196,4
02104.jpg,173,4
02105.jpg,180,2
02106.jpg,76,3
02107.jpg,65,3
02108.jpg,147,0
02109.jpg,48,1
02110.jpg,96,1
02111.jpg,5,4
02112.jpg,114,2
02113.jpg,59,0
02114.jpg,23,2
02115.jpg,51,0
02116.jpg,30,2
02117.jpg,153,1
02118.jpg,101,0
02119.jpg,115,1
02120.jpg,142,3
02121.jpg,68,0
02122.jpg,102,1
02123.jpg,137,0
02124.jpg,4,1
02125.jpg,74,3
02126.jpg,143,0
02127.jpg,38,2
02128.jpg,134,0
02129.jpg,148,3
02130.jpg,19,1
02131.jpg,189,4
02132.jpg,91,2
02133.jpg,117,0
02134.jpg,57,1
02135.jpg,87,4
02136.jpg,131,2
02137.jpg,137,4
02138.jpg,164,1
02139.jpg,161,2
02140.jpg,61,0
02141.jpg,103,3
02142.jpg,70,3
02143.jpg,172,0
02144.jpg,26,3
02145.jpg,1,0
02146.jpg,107,0
02147.jpg,178,0
02148.jpg,133,2
02149.jpg,48,2
02150.jpg,169,2
02151.jpg,149,2
02152.jpg,27,3
02153.jpg,166,4
02154.jpg,29,0
02155.jpg,45,1
02156.jpg,123,4
02157.jpg,118,3
02158.jpg,102,0
02159.jpg,144,2
02160.jpg,169,3
02161.jpg,149,4
02162.jpg,102,0
02163.jpg,170,1
02164.jpg,31,0
02165.jpg,24,3
02166.jpg,117,0
02167.jpg,107,2
02168.jpg,101,3
02169.jpg,65,1
02170.jpg,114,2
02171.jpg,18,3
02172.jpg,34,3
02173.jpg,105,3
02174.jpg,145,4
02175.jpg,44,3
02176.jpg,17,1
02177.jpg,101,3
02178.jpg,127,0
02179.jpg,120,2
02180.jpg,168,2
02181.jpg,48,2
02182.jpg,123,4
02183.jpg,195,1
02184.jpg,180,1
02185.jpg,20,4
02186.jpg,178,4
02187.jpg,143,4
02188.jpg,30,2
02189.jpg,163,1
02190.jpg,172,0
02191.jpg,156,1
02192.jpg,145,3
02193.jpg,174,0
02194.jpg,9,3
02195.jpg,34,3
02196.jpg,122,1
02197.jpg,158,0
02198.jpg,181,2
02199.jpg,104,2
02200.jpg,60,0
02201.jpg,160,2
02202.jpg,152,2
02203.jpg,66,4
02204.jpg,173,4
02205.jpg,68,4
02206.jpg,132,1
02207.jpg,73,4
02208.jpg,179,3
02209.jpg,53,0
02210.jpg,156,0
02211.jpg,116,1
02212.jpg,74,3
02213.jpg,137,3
02214.jpg,18,1
02215.jpg,58,0
02216.jpg,100,0
02217.jpg,139,4
02218.jpg,145,2
02219.jpg,149,0
02220.jpg,13,3
02221.jpg,32,0
02222.jpg,59,4
02223.jpg,85,4
02224.jpg,80,0
02225.jpg,91,0
02226.jpg,117,4
02227.jpg,165,4
02228.jpg,137,1
02229.jpg,158,0
02230.jpg,69,1
02231.jpg,44,2
02232.jpg,35,1
02233.jpg,28,0
02234.jpg,39,4
02235.jpg,66,2
02236.jpg,179,4
02237.jpg,161,0
02238.jpg,138,0
02239.jpg,133,1
02240.jpg,4,0
02241.jpg,27,4
02242.jpg,64,1
02243.jpg,169,3
02244.jpg,22,3
02245.jpg,48,2
02246.jpg,164,2
02247.jpg,114,1
02248.jpg,79,3
02249.jpg,178,4
02250.jpg,188,1
02251.jpg,92,3
02252.jpg,162,4
02253.jpg,21,0
02254.jpg,124,2
02255.jpg,181,3
02256.jpg,22,3
02257.jpg,57,3
02258.jpg,26,2
02259.jpg,44,1
02260.jpg,40,1
02261.jpg,185,4
02262.jpg,193,4
02263.jpg,177,2
02264.jpg,21,1
02265.jpg,75,0
02266.jpg,52,4
02267.jpg,19,3
02268.jpg,71,3
02269.jpg,95,4
02270.jpg,101,1
02271.jpg,125,2
02272.jpg,183,0
02273.jpg,23,1
02274.jpg,4,0
02275.jpg,109,1
02276.jpg,57,2
02277.jpg,137,1
02278.jpg,132,0
02279.jpg,194,3
02280.jpg,132,2
02281.jpg,93,2
02282.jpg,112,4
02283.jpg,186,1
02284.jpg,188,2
02285.jpg,174,1
02286.jpg,8,1
02287.jpg,34,2
02288.jpg,122,1
02289.jpg,165,2
02290.jpg,119,3
02291.jpg,94,4
02292.jpg,18,2
02293.jpg,178,3
02294.jpg,86,0
02295.jpg,70,3
02296.jpg,68,3
02297.jpg,120,3
02298.jpg,111,1
02299.jpg,68,1
02300.jpg,105,2
02301.jpg,120,1
02302.jpg,126,4
02303.jpg,50,4
02304.jpg,16,0
02305.jpg,8,2
02306.jpg,77,0
02307.jpg,150,1
02308.jpg,67,1
02309.jpg,46,3
02310.jpg,107,0
02311.jpg,1,3
02312.jpg,56,2
02313.jpg,156,3
02314.jpg,2,3
02315.jpg,172,3
02316.jpg,64,1
02317.jpg,64,4
02318.jpg,87,0
02319.jpg,62,0
02320.jpg,143,1
02321.jpg,160,1
02322.jpg,175,2
02323.jpg,25,0
02324.jpg,26,3
02325.jpg,15,1
02326.jpg,10,1
02327.jpg,148,3
02328.jpg,101,0
02329.jpg,104,1
02330.jpg,162,3
02331.jpg,195,3
02332.jpg,195,2
02333.jpg,111,1
02334.jpg,25,3
02335.jpg,21,0
02336.jpg,37,0
02337.jpg,153,2
02338.jpg,28,4
02339.jpg,92,1
02340.jpg,83,4
02341.jpg,18,0
02342.jpg,137,3
02343.jpg,38,0
02344.jpg,194,1
02345.jpg,110,2
02346.jpg,102,2
02347.jpg,68,3
02348.jpg,107,2
02349.jpg,185,2
02350.jpg,17,3
02351.jpg,134,3
02352.jpg,43,3
02353.jpg,134,0
02354.jpg,62,2
02355.jpg,182,4
02356.jpg,139,1
02357.jpg,161,0
02358.jpg,169,3
02359.jpg,7,2
02360.jpg,106,0
02361.jpg,121,2
02362.jpg,126,0
02363.jpg,1,2
02364.jpg,3,1
02365.jpg,74,4
02366.jpg,149,4
02367.jpg,29,2
02368.jpg,66,2
02369.jpg,76,4
02370.jpg,25,4
02371.jpg,97,3
02372.jpg,83,2
02373.jpg,167,3
02374.jpg,136,1
02375.jpg,110,3
02376.jpg,170,1
02377.jpg,8,0
02378.jpg,9,1
02379.jpg,184,1
02380.jpg,112,3
02381.jpg,39,3
02382.jpg,182,2
02383.jpg,88,4
02384.jpg,99,1
02385.jpg,124,2
02386.jpg,41,0
02387.jpg,153,4
02388.jpg,60,1
02389.jpg,85,0
02390.jpg,146,0
02391.jpg,37,4
02392.jpg,196,4
02393.jpg,186,2
02394.jpg,120,1
02395.jpg,21,1
02396.jpg,87,3
02397.jpg,140,3
02398.jpg,86,3
02399.jpg,121,3
02400.jpg,18,4
02401.jpg,193,1
02402.jpg,58,3
02403.jpg,147,3
02404.jpg,120,0
02405.jpg,167,3
02406.jpg,176,0
02407.jpg,196,0
02408.jpg,154,2
02409.jpg,85,2
02410.jpg,33,4
02411.jpg,52,1
02412.jpg,20,3
02413.jpg,142,3
02414.jpg,135,0
02415.jpg,79,4
02416.jpg,28,4
02417.jpg,191,0
02418.jpg,161,2
02419.jpg,30,4
02420.jpg,49,4
02421.jpg,159,0
02422.jpg,51,1
02423.jpg,187,3
02424.jpg,193,2
02425.jpg,154,0
02426.jpg,35,0
02427.jpg,46,3
02428.jpg,123,0
02429.jpg,98,3
02430.jpg,126,4
02431.jpg,13,2
02432.jpg,58,4
02433.jpg,51,2
02434.jpg,130,2
02435.jpg,175,0
02436.jpg,61,3
02437.jpg,187,3
02438.jpg,7,3
02439.jpg,64,1
02440.jpg,89,0
02441.jpg,20,0
02442.jpg,67,1
02443.jpg,124,0
02444.jpg,113,1
02445.jpg,48,4
02446.jpg,153,2
02447.jpg,174,0
02448.jpg,91,3
02449.jpg,126,2
02450.jpg,49,0
02451.jpg,27,4
02452.jpg,44,4
02453.jpg,86,3
02454.jpg,118,0
02455.jpg,91,3
02456.jpg,25,2
02457.jpg,5,3
02458.jpg,59,3
02459.jpg,72,3
02460.jpg,118,2
02461.jpg,191,2
02462.jpg,146,3
02463.jpg,137,2
02464.jpg,13,1
02465.jpg,29,4
02466.jpg,122,4
02467.jpg,139,4
02468.jpg,35,4
02469.jpg,139,4
02470.jpg,130,1
02471.jpg,151,2
02472.jpg,96,4
02473.jpg,80,2
02474.jpg,14,3
02475.jpg,153,0
02476.jpg,143,0
02477.jpg,180,0
02478.jpg,21,3
02479.jpg,83,1
02480.jpg,34,0
02481.jpg,182,0
02482.jpg,125,3
02483.jpg,88,3
02484.jpg,10,1
02485.jpg,109,3
02486.jpg,68,1
02487.jpg,144,1
02488.jpg,87,1
02489.jpg,153,2
02490.jpg,109,2
02491.jpg,3,3
02492.jpg,135,3
02493.jpg,44,1
02494.jpg,86,1
02495.jpg,185,3
02496.jpg,118,3
02497.jpg,144,3
02498.jpg,108,4
02499.jpg,118,2
02500.jpg,135,0
02501.jpg,158,4
02502.jpg,67,0
02503.jpg,68,2
02504.jpg,28,0
02505.jpg,18,2
02506.jpg,108,4
02507.jpg,165,3
02508.jpg,109,4
02509.jpg,33,4
02510.jpg,171,0
02511.jpg,132,0
02512.jpg,87,1
02513.jpg,154,4
02514.jpg,149,4
02515.jpg,65,0
02516.jpg,36,4
02517.jpg,61,0
02518.jpg,86,3
02519.jpg,119,4
02520.jpg,46,2
02521.jpg,177,3
02522.jpg,89,1
02523.jpg,96,0
02524.jpg,111,2
02525.jpg,185,4
02526.jpg,160,3
02527.jpg,172,1
02528.jpg,39,1
02529.jpg,184,4
02530.jpg,162,1
02531.jpg,89,2
02532.jpg,98,2
02533.jpg,77,3
02534.jpg,40,4
02535.jpg,130,2
02536.jpg,78,0
02537.jpg,80,2
02538.jpg,78,1
02539.jpg,19,2
02540.jpg,2,2
02541.jpg,45,4
